年龄,是否离职,出差频率,日薪,部门,离家距离,教育程度,教育领域,员工计数,员工编号,环境满意度,性别,时薪,工作投入度,职位等级,职位角色,工作满意度,婚姻状况,月收入,月费率,曾工作公司数,是否满18岁,是否加班,薪资涨幅百分比,绩效评级,关系满意度,标准工时,股票期权等级,总工作年限,去年培训次数,工作生活平衡,本公司工作年限,现任职位年限,上次晋升至今年限,现任经理共事年限
24,是,偶尔出差,693,Sales,3,2,Life Sciences,1,720,1,女,65,3,2,Sales Executive,3,单身,4577,24785,9,Y,否,14,3,1,80,0,4,3,3,2,2,2,0
39,否,偶尔出差,408,Research & Development,2,4,Technical Degree,1,721,4,女,80,2,2,Healthcare Representative,3,单身,4553,20978,1,Y,否,11,3,1,80,0,20,4,3,20,7,11,10
32,否,偶尔出差,929,Sales,10,3,Marketing,1,722,4,男,55,3,2,Sales Executive,4,单身,5396,21703,1,Y,否,12,3,4,80,0,10,2,2,10,7,0,8
50,是,经常出差,562,Sales,8,2,Technical Degree,1,723,2,男,50,3,2,Sales Executive,3,已婚,6796,23452,3,Y,是,14,3,1,80,1,18,4,3,4,3,1,3
38,否,偶尔出差,827,Research & Development,1,4,Life Sciences,1,724,2,女,33,4,2,Healthcare Representative,4,单身,7625,19383,0,Y,否,13,3,3,80,0,10,4,2,9,7,1,8
27,否,偶尔出差,608,Research & Development,1,2,Life Sciences,1,725,3,女,68,3,3,Manufacturing Director,1,已婚,7412,6009,1,Y,否,11,3,4,80,0,9,3,3,9,7,0,7
32,否,偶尔出差,1018,Research & Development,3,2,Life Sciences,1,727,3,女,39,3,3,Research Director,4,单身,11159,19373,3,Y,否,15,3,4,80,0,10,6,3,7,7,7,7
47,否,偶尔出差,703,Sales,14,4,Marketing,1,728,4,男,42,3,2,Sales Executive,1,单身,4960,11825,2,Y,否,12,3,4,80,0,20,2,3,7,7,1,7
40,否,经常出差,580,Sales,5,4,Life Sciences,1,729,4,男,48,2,3,Sales Executive,1,已婚,10475,23772,5,Y,是,21,4,3,80,1,20,2,3,18,13,1,12
53,否,偶尔出差,970,Research & Development,7,3,Life Sciences,1,730,3,男,59,4,4,Research Director,3,已婚,14814,13514,3,Y,否,19,3,3,80,0,32,3,3,5,1,1,3
41,否,偶尔出差,427,Human Resources,10,4,Human Resources,1,731,2,男,73,2,5,Manager,4,离异,19141,8861,3,Y,否,15,3,2,80,3,23,2,2,21,6,12,6
60,否,偶尔出差,1179,Sales,16,4,Marketing,1,732,1,男,84,3,2,Sales Executive,1,单身,5405,11924,8,Y,否,14,3,4,80,0,10,1,3,2,2,2,2
27,否,经常出差,294,Research & Development,10,2,Life Sciences,1,733,4,男,32,3,3,Manufacturing Director,1,离异,8793,4809,1,Y,否,21,4,3,80,2,9,4,2,9,7,1,7
41,否,偶尔出差,314,Human Resources,1,3,Human Resources,1,734,4,男,59,2,5,Manager,3,已婚,19189,19562,1,Y,否,12,3,2,80,1,22,3,3,22,7,2,10
50,否,偶尔出差,316,Sales,8,4,Marketing,1,738,4,男,54,3,1,Sales Representative,2,已婚,3875,9983,7,Y,否,15,3,4,80,1,4,2,3,2,2,2,2
28,是,偶尔出差,654,Research & Development,1,2,Life Sciences,1,741,1,女,67,1,1,Research Scientist,2,单身,2216,3872,7,Y,是,13,3,4,80,0,10,4,3,7,7,3,7
36,否,不出差,427,Research & Development,8,3,Life Sciences,1,742,1,女,63,4,3,Research Director,1,已婚,11713,20335,9,Y,否,14,3,1,80,1,10,2,3,8,7,0,5
38,否,偶尔出差,168,Research & Development,1,3,Life Sciences,1,743,3,女,81,3,3,Manufacturing Director,3,单身,7861,15397,4,Y,是,14,3,4,80,0,10,4,4,1,0,0,0
44,否,不出差,381,Research & Development,24,3,Medical,1,744,1,男,49,1,1,Laboratory Technician,3,单身,3708,2104,2,Y,否,14,3,3,80,0,9,5,3,5,2,1,4
47,否,经常出差,217,Sales,3,3,Medical,1,746,4,女,49,3,4,Sales Executive,3,离异,13770,10225,9,Y,是,12,3,4,80,2,28,2,2,22,2,11,13
30,否,偶尔出差,501,Sales,27,5,Marketing,1,747,3,男,99,3,2,Sales Executive,4,离异,5304,25275,7,Y,否,23,4,4,80,1,10,2,2,8,7,7,7
29,否,偶尔出差,1396,Sales,10,3,Life Sciences,1,749,3,男,99,3,1,Sales Representative,3,单身,2642,2755,1,Y,否,11,3,3,80,0,1,6,3,1,0,0,0
42,是,经常出差,933,Research & Development,19,3,Medical,1,752,3,男,57,4,1,Research Scientist,3,离异,2759,20366,6,Y,是,12,3,4,80,0,7,2,3,2,2,2,2
43,否,经常出差,775,Sales,15,3,Life Sciences,1,754,4,男,47,2,2,Sales Executive,4,已婚,6804,23683,3,Y,否,18,3,3,80,1,7,5,3,2,2,2,2
34,否,偶尔出差,970,Research & Development,8,2,Medical,1,757,2,女,96,3,2,Healthcare Representative,3,单身,6142,7360,3,Y,否,11,3,4,80,0,10,2,3,5,1,4,3
23,否,偶尔出差,650,Research & Development,9,1,Medical,1,758,2,男,37,3,1,Laboratory Technician,1,已婚,2500,4344,1,Y,否,14,3,4,80,1,5,2,4,4,3,0,2
39,否,偶尔出差,141,Human Resources,3,3,Human Resources,1,760,3,女,44,4,2,Human Resources,2,已婚,6389,18767,9,Y,否,15,3,3,80,1,12,3,1,8,3,3,6
56,否,偶尔出差,832,Research & Development,9,3,Medical,1,762,3,男,81,3,4,Healthcare Representative,4,已婚,11103,20420,7,Y,否,11,3,3,80,0,30,1,2,10,7,1,1
40,否,偶尔出差,804,Research & Development,2,1,Medical,1,763,4,女,86,2,1,Research Scientist,4,单身,2342,22929,0,Y,是,20,4,4,80,0,5,2,2,4,2,2,3
27,否,偶尔出差,975,Research & Development,7,3,Medical,1,764,4,女,55,2,2,Healthcare Representative,1,单身,6811,23398,8,Y,否,19,3,1,80,0,9,2,1,7,6,0,7
29,否,偶尔出差,1090,Sales,10,3,Marketing,1,766,4,男,83,3,1,Sales Representative,2,离异,2297,17967,1,Y,否,14,3,4,80,2,2,2,3,2,2,2,2
53,否,偶尔出差,346,Research & Development,6,3,Life Sciences,1,769,4,男,86,3,2,Laboratory Technician,4,单身,2450,10919,2,Y,否,17,3,4,80,0,19,4,3,2,2,2,2
35,否,不出差,1225,Research & Development,2,4,Life Sciences,1,771,4,女,61,3,2,Healthcare Representative,1,离异,5093,4761,2,Y,否,11,3,1,80,1,16,2,4,1,0,0,0
32,否,经常出差,430,Research & Development,24,4,Life Sciences,1,772,1,男,80,3,2,Laboratory Technician,4,已婚,5309,21146,1,Y,否,15,3,4,80,2,10,2,3,10,8,4,7
38,否,偶尔出差,268,Research & Development,2,5,Medical,1,773,4,男,92,3,1,Research Scientist,3,已婚,3057,20471,6,Y,是,13,3,2,80,1,6,0,1,1,0,0,1
34,否,偶尔出差,167,Research & Development,8,5,Life Sciences,1,775,2,女,32,3,2,Manufacturing Director,1,离异,5121,4187,3,Y,否,14,3,3,80,1,7,3,3,0,0,0,0
52,否,偶尔出差,621,Sales,3,4,Marketing,1,776,3,男,31,2,4,Manager,1,已婚,16856,10084,1,Y,否,11,3,1,80,0,34,3,4,34,6,1,16
33,是,偶尔出差,527,Research & Development,1,4,Other,1,780,4,男,63,3,1,Research Scientist,4,单身,2686,5207,1,Y,是,13,3,3,80,0,10,2,2,10,9,7,8
25,否,偶尔出差,883,Sales,26,1,Medical,1,781,3,女,32,3,2,Sales Executive,4,单身,6180,22807,1,Y,否,23,4,2,80,0,6,5,2,6,5,1,4
45,否,偶尔出差,954,Sales,2,2,Technical Degree,1,783,2,男,46,1,2,Sales Representative,3,单身,6632,12388,0,Y,否,13,3,1,80,0,9,3,3,8,7,3,1
23,否,偶尔出差,310,Research & Development,10,1,Medical,1,784,1,男,79,4,1,Research Scientist,3,单身,3505,19630,1,Y,否,18,3,4,80,0,2,3,3,2,2,0,2
47,是,经常出差,719,Sales,27,2,Life Sciences,1,785,2,女,77,4,2,Sales Executive,3,单身,6397,10339,4,Y,是,12,3,4,80,0,8,2,3,5,4,1,3
34,否,偶尔出差,304,Sales,2,3,Other,1,786,4,男,60,3,2,Sales Executive,4,单身,6274,18686,1,Y,否,22,4,3,80,0,6,5,3,6,5,1,4
55,是,偶尔出差,725,Research & Development,2,3,Medical,1,787,4,男,78,3,5,Manager,1,已婚,19859,21199,5,Y,是,13,3,4,80,1,24,2,3,5,2,1,4
36,否,不出差,1434,Sales,8,4,Life Sciences,1,789,1,男,76,2,3,Sales Executive,1,单身,7587,14229,1,Y,否,15,3,2,80,0,10,1,3,10,7,0,9
52,否,不出差,715,Research & Development,19,4,Medical,1,791,4,男,41,3,1,Research Scientist,4,已婚,4258,26589,0,Y,否,18,3,1,80,1,5,3,3,4,3,1,2
26,否,经常出差,575,Research & Development,1,2,Life Sciences,1,792,1,女,71,1,1,Laboratory Technician,4,离异,4364,5288,3,Y,否,14,3,1,80,1,5,2,3,2,2,2,0
29,否,偶尔出差,657,Research & Development,27,3,Medical,1,793,2,女,66,3,2,Healthcare Representative,3,已婚,4335,25549,4,Y,否,12,3,1,80,1,11,3,2,8,7,1,1
26,是,偶尔出差,1146,Sales,8,3,Technical Degree,1,796,4,男,38,2,2,Sales Executive,1,单身,5326,3064,6,Y,否,17,3,3,80,0,6,2,2,4,3,1,2
34,否,偶尔出差,182,Research & Development,1,4,Life Sciences,1,797,2,女,72,4,1,Research Scientist,4,单身,3280,13551,2,Y,否,16,3,3,80,0,10,2,3,4,2,1,3
54,否,偶尔出差,376,Research & Development,19,4,Medical,1,799,4,女,95,3,2,Manufacturing Director,1,离异,5485,22670,9,Y,是,11,3,2,80,2,9,4,3,5,3,1,4
27,否,经常出差,829,Sales,8,1,Marketing,1,800,3,男,84,3,2,Sales Executive,4,已婚,4342,24008,0,Y,否,19,3,2,80,1,5,3,3,4,2,1,1
37,否,偶尔出差,571,Research & Development,10,1,Life Sciences,1,802,4,女,82,3,1,Research Scientist,1,离异,2782,19905,0,Y,是,13,3,2,80,2,6,3,2,5,3,4,3
38,否,经常出差,240,Research & Development,2,4,Life Sciences,1,803,1,女,75,4,2,Manufacturing Director,1,单身,5980,26085,6,Y,是,12,3,4,80,0,17,2,3,15,7,4,12
34,否,偶尔出差,121,Research & Development,2,4,Medical,1,804,3,女,86,2,1,Research Scientist,1,单身,4381,7530,1,Y,否,11,3,3,80,0,6,3,3,6,5,1,3
35,否,偶尔出差,384,Sales,8,4,Life Sciences,1,805,1,女,72,3,1,Sales Representative,4,已婚,2572,20317,1,Y,否,16,3,2,80,1,3,1,2,3,2,0,2
30,否,偶尔出差,921,Research & Development,1,3,Life Sciences,1,806,4,男,38,1,1,Laboratory Technician,3,已婚,3833,24375,3,Y,否,21,4,3,80,2,7,2,3,2,2,0,2
40,否,经常出差,791,Research & Development,2,2,Medical,1,807,3,女,38,4,2,Healthcare Representative,2,已婚,4244,9931,1,Y,否,24,4,4,80,1,8,2,3,8,7,3,7
34,否,偶尔出差,1111,Sales,8,2,Life Sciences,1,808,3,女,93,3,2,Sales Executive,1,已婚,6500,13305,5,Y,否,17,3,2,80,1,6,1,3,3,2,1,2
42,否,经常出差,570,Research & Development,8,3,Life Sciences,1,809,2,男,66,3,5,Manager,4,离异,18430,16225,1,Y,否,13,3,2,80,1,24,4,2,24,7,14,9
23,是,偶尔出差,1243,Research & Development,6,3,Life Sciences,1,811,3,男,63,4,1,Laboratory Technician,1,已婚,1601,3445,1,Y,是,21,4,3,80,2,1,2,3,0,0,0,0
24,否,不出差,1092,Research & Development,9,3,Life Sciences,1,812,3,男,60,2,1,Laboratory Technician,2,离异,2694,26551,1,Y,否,11,3,3,80,3,1,4,3,1,0,0,0
52,否,偶尔出差,1325,Research & Development,11,4,Life Sciences,1,813,4,女,82,3,2,Laboratory Technician,3,已婚,3149,21821,8,Y,否,20,4,2,80,1,9,3,3,5,2,1,4
50,否,偶尔出差,691,Research & Development,2,3,Medical,1,815,3,男,64,3,4,Research Director,3,已婚,17639,6881,5,Y,否,16,3,4,80,0,30,3,3,4,3,0,3
29,是,偶尔出差,805,Research & Development,1,2,Life Sciences,1,816,2,女,36,2,1,Laboratory Technician,1,已婚,2319,6689,1,Y,是,11,3,4,80,1,1,1,3,1,0,0,0
33,否,偶尔出差,213,Research & Development,7,3,Medical,1,817,3,男,49,3,3,Research Director,3,已婚,11691,25995,0,Y,否,11,3,4,80,0,14,3,4,13,9,3,7
33,是,偶尔出差,118,Sales,16,3,Marketing,1,819,1,女,69,3,2,Sales Executive,1,单身,5324,26507,5,Y,否,15,3,3,80,0,6,3,3,3,2,0,2
47,否,偶尔出差,202,Research & Development,2,2,Other,1,820,3,女,33,3,4,Manager,4,已婚,16752,12982,1,Y,是,11,3,3,80,1,26,3,2,26,14,3,0
36,否,偶尔出差,676,Research & Development,1,3,Other,1,823,3,女,35,3,2,Manufacturing Director,2,已婚,5228,23361,0,Y,否,15,3,1,80,1,10,2,3,9,7,0,5
29,否,偶尔出差,1252,Research & Development,23,2,Life Sciences,1,824,3,男,81,4,1,Research Scientist,3,已婚,2700,23779,1,Y,否,24,4,3,80,1,10,3,3,10,7,0,7
58,是,偶尔出差,286,Research & Development,2,4,Life Sciences,1,825,4,男,31,3,5,Research Director,2,单身,19246,25761,7,Y,是,12,3,4,80,0,40,2,3,31,15,13,8
35,否,偶尔出差,1258,Research & Development,1,4,Life Sciences,1,826,4,女,40,4,1,Research Scientist,3,单身,2506,13301,3,Y,否,13,3,3,80,0,7,0,3,2,2,2,2
42,否,偶尔出差,932,Research & Development,1,2,Life Sciences,1,827,4,女,43,2,2,Manufacturing Director,4,已婚,6062,4051,9,Y,是,13,3,4,80,1,8,4,3,4,3,0,2
28,是,偶尔出差,890,Research & Development,2,4,Medical,1,828,3,男,46,3,1,Research Scientist,3,单身,4382,16374,6,Y,否,17,3,4,80,0,5,3,2,2,2,2,1
36,否,偶尔出差,1041,Human Resources,13,3,Human Resources,1,829,3,男,36,3,1,Human Resources,2,已婚,2143,25527,4,Y,否,13,3,2,80,1,8,2,3,5,2,0,4
32,否,偶尔出差,859,Research & Development,4,3,Life Sciences,1,830,3,女,98,2,2,Manufacturing Director,3,已婚,6162,19124,1,Y,否,12,3,3,80,1,14,3,3,14,13,6,8
40,否,经常出差,720,Research & Development,16,4,Medical,1,832,1,男,51,2,2,Laboratory Technician,3,单身,5094,11983,6,Y,否,14,3,4,80,0,10,6,3,1,0,0,0
30,否,偶尔出差,946,Research & Development,2,3,Medical,1,833,3,女,52,2,2,Manufacturing Director,4,单身,6877,20234,5,Y,是,24,4,2,80,0,12,4,2,0,0,0,0
45,否,偶尔出差,252,Research & Development,2,3,Life Sciences,1,834,2,女,95,2,1,Research Scientist,3,单身,2274,6153,1,Y,否,14,3,4,80,0,1,3,3,1,0,0,0
42,否,偶尔出差,933,Research & Development,29,3,Life Sciences,1,836,2,男,98,3,2,Manufacturing Director,2,已婚,4434,11806,1,Y,否,13,3,4,80,1,10,3,2,9,8,7,8
38,否,经常出差,471,Research & Development,12,3,Life Sciences,1,837,1,男,45,2,2,Healthcare Representative,1,离异,6288,4284,2,Y,否,15,3,3,80,1,13,3,2,4,3,1,2
34,否,经常出差,702,Research & Development,16,4,Life Sciences,1,838,3,女,100,2,1,Research Scientist,4,单身,2553,8306,1,Y,否,16,3,3,80,0,6,3,3,5,2,1,3
49,是,偶尔出差,1184,Sales,11,3,Marketing,1,840,3,女,43,3,3,Sales Executive,4,已婚,7654,5860,1,Y,否,18,3,1,80,2,9,3,4,9,8,7,7
55,是,偶尔出差,436,Sales,2,1,Medical,1,842,3,男,37,3,2,Sales Executive,4,单身,5160,21519,4,Y,否,16,3,3,80,0,12,3,2,9,7,7,3
43,否,偶尔出差,589,Research & Development,14,2,Life Sciences,1,843,2,男,94,3,4,Research Director,1,已婚,17159,5200,6,Y,否,24,4,3,80,1,22,3,3,4,1,1,0
27,否,偶尔出差,269,Research & Development,5,1,Technical Degree,1,844,3,男,42,2,3,Research Director,4,离异,12808,8842,1,Y,是,16,3,2,80,1,9,3,3,9,8,0,8
35,否,偶尔出差,950,Research & Development,7,3,Other,1,845,3,男,59,3,3,Manufacturing Director,3,单身,10221,18869,3,Y,否,21,4,2,80,0,17,3,4,8,5,1,6
28,否,偶尔出差,760,Sales,2,4,Marketing,1,846,2,女,81,3,2,Sales Executive,2,已婚,4779,3698,1,Y,是,20,4,1,80,0,8,2,3,8,7,7,5
34,否,偶尔出差,829,Human Resources,3,2,Human Resources,1,847,3,男,88,3,1,Human Resources,4,已婚,3737,2243,0,Y,否,19,3,3,80,1,4,1,1,3,2,0,2
26,是,经常出差,887,Research & Development,5,2,Medical,1,848,3,女,88,2,1,Research Scientist,3,已婚,2366,20898,1,Y,是,14,3,1,80,1,8,2,3,8,7,1,7
27,否,不出差,443,Research & Development,3,3,Medical,1,850,4,男,50,3,1,Research Scientist,4,已婚,1706,16571,1,Y,否,11,3,3,80,3,0,6,2,0,0,0,0
51,否,偶尔出差,1318,Sales,26,4,Marketing,1,851,1,女,66,3,4,Manager,3,已婚,16307,5594,2,Y,否,14,3,3,80,1,29,2,2,20,6,4,17
44,否,偶尔出差,625,Research & Development,4,3,Medical,1,852,4,男,50,3,2,Healthcare Representative,2,单身,5933,5197,9,Y,否,12,3,4,80,0,10,2,2,5,2,2,3
25,否,偶尔出差,180,Research & Development,2,1,Medical,1,854,1,男,65,4,1,Research Scientist,1,单身,3424,21632,7,Y,否,13,3,3,80,0,6,3,2,4,3,0,1
33,否,偶尔出差,586,Sales,1,3,Medical,1,855,1,男,48,4,2,Sales Executive,1,离异,4037,21816,1,Y,否,22,4,1,80,1,9,5,3,9,8,0,8
35,否,偶尔出差,1343,Research & Development,27,1,Medical,1,856,3,女,53,2,1,Research Scientist,1,单身,2559,17852,1,Y,否,11,3,4,80,0,6,3,2,6,5,1,1
36,否,偶尔出差,928,Sales,1,2,Life Sciences,1,857,2,男,56,3,2,Sales Executive,4,已婚,6201,2823,1,Y,是,14,3,4,80,1,18,1,2,18,14,4,11
32,否,偶尔出差,117,Sales,13,4,Life Sciences,1,859,2,男,73,3,2,Sales Executive,4,离异,4403,9250,2,Y,否,11,3,3,80,1,8,3,2,5,2,0,3
30,否,经常出差,1012,Research & Development,5,4,Life Sciences,1,861,2,男,75,2,1,Research Scientist,4,离异,3761,2373,9,Y,否,12,3,2,80,1,10,3,2,5,4,0,3
53,否,偶尔出差,661,Sales,7,2,Marketing,1,862,1,女,78,2,3,Sales Executive,4,已婚,10934,20715,7,Y,是,18,3,4,80,1,35,3,3,5,2,0,4
45,否,偶尔出差,930,Sales,9,3,Marketing,1,864,4,男,74,3,3,Sales Executive,1,离异,10761,19239,4,Y,是,12,3,3,80,1,18,2,3,5,4,0,2
32,否,偶尔出差,638,Research & Development,8,2,Medical,1,865,3,女,91,4,2,Research Scientist,3,已婚,5175,22162,5,Y,否,12,3,3,80,1,9,3,2,5,3,1,3
52,否,经常出差,890,Research & Development,25,4,Medical,1,867,3,女,81,2,4,Manufacturing Director,4,已婚,13826,19028,3,Y,否,22,4,3,80,0,31,3,3,9,8,0,0
37,否,偶尔出差,342,Sales,16,4,Marketing,1,868,4,男,66,2,2,Sales Executive,3,离异,6334,24558,4,Y,否,19,3,4,80,2,9,2,3,1,0,0,0
28,否,偶尔出差,1169,Human Resources,8,2,Medical,1,869,2,男,63,2,1,Human Resources,4,离异,4936,23965,1,Y,否,13,3,4,80,1,6,6,3,5,1,0,4
22,否,偶尔出差,1230,Research & Development,1,2,Life Sciences,1,872,4,男,33,2,2,Manufacturing Director,4,已婚,4775,19146,6,Y,否,22,4,1,80,2,4,2,1,2,2,2,2
44,否,偶尔出差,986,Research & Development,8,4,Life Sciences,1,874,1,男,62,4,1,Laboratory Technician,4,已婚,2818,5044,2,Y,是,24,4,3,80,1,10,2,2,3,2,0,2
42,否,经常出差,1271,Research & Development,2,1,Medical,1,875,2,男,35,3,1,Research Scientist,4,单身,2515,9068,5,Y,是,14,3,4,80,0,8,2,3,2,1,2,2
36,否,偶尔出差,1278,Human Resources,8,3,Life Sciences,1,878,1,男,77,2,1,Human Resources,1,已婚,2342,8635,0,Y,否,21,4,3,80,0,6,3,3,5,4,0,3
25,否,偶尔出差,141,Sales,3,1,Other,1,879,3,男,98,3,2,Sales Executive,1,已婚,4194,14363,1,Y,是,18,3,4,80,0,5,3,3,5,3,0,3
35,否,偶尔出差,607,Research & Development,9,3,Life Sciences,1,880,4,女,66,2,3,Manufacturing Director,3,已婚,10685,23457,1,Y,是,20,4,2,80,1,17,2,3,17,14,5,15
35,是,经常出差,130,Research & Development,25,4,Life Sciences,1,881,4,女,96,3,1,Research Scientist,2,离异,2022,16612,1,Y,是,19,3,1,80,1,10,3,2,10,2,7,8
32,否,不出差,300,Research & Development,1,3,Life Sciences,1,882,4,男,61,3,1,Laboratory Technician,4,离异,2314,9148,0,Y,否,12,3,2,80,1,4,2,3,3,0,0,2
25,否,偶尔出差,583,Sales,4,1,Marketing,1,885,3,男,87,2,2,Sales Executive,1,已婚,4256,18154,1,Y,否,12,3,1,80,0,5,1,4,5,2,0,3
49,否,偶尔出差,1418,Research & Development,1,3,Technical Degree,1,887,3,女,36,3,1,Research Scientist,1,已婚,3580,10554,2,Y,否,16,3,2,80,1,7,2,3,4,2,0,2
24,否,不出差,1269,Research & Development,4,1,Life Sciences,1,888,1,男,46,2,1,Laboratory Technician,4,已婚,3162,10778,0,Y,否,17,3,4,80,0,6,2,2,5,2,3,4
32,否,经常出差,379,Sales,5,2,Life Sciences,1,889,2,男,48,3,2,Sales Executive,2,已婚,6524,8891,1,Y,否,14,3,4,80,1,10,3,3,10,8,5,3
38,否,偶尔出差,395,Sales,9,3,Marketing,1,893,2,男,98,2,1,Sales Representative,2,已婚,2899,12102,0,Y,否,19,3,4,80,1,3,3,3,2,2,1,2
42,否,偶尔出差,1265,Research & Development,3,3,Life Sciences,1,894,3,女,95,4,2,Laboratory Technician,4,已婚,5231,23726,2,Y,是,13,3,2,80,1,17,1,2,5,3,1,3
31,否,偶尔出差,1222,Research & Development,11,4,Life Sciences,1,895,4,男,48,3,1,Research Scientist,4,已婚,2356,14871,3,Y,是,19,3,2,80,1,8,2,3,6,4,0,2
29,是,偶尔出差,341,Sales,1,3,Medical,1,896,2,女,48,2,1,Sales Representative,3,离异,2800,23522,6,Y,是,19,3,3,80,3,5,3,3,3,2,0,2
53,否,偶尔出差,868,Sales,8,3,Marketing,1,897,1,男,73,3,4,Sales Executive,4,已婚,11836,22789,5,Y,否,14,3,3,80,1,28,3,3,2,0,2,2
35,否,偶尔出差,672,Research & Development,25,3,Technical Degree,1,899,4,男,78,2,3,Manufacturing Director,2,已婚,10903,9129,3,Y,否,16,3,1,80,0,16,2,3,13,10,4,8
37,否,经常出差,1231,Sales,21,2,Medical,1,900,3,女,54,3,1,Sales Representative,4,已婚,2973,21222,5,Y,否,15,3,2,80,1,10,3,3,5,4,0,0
53,否,偶尔出差,102,Research & Development,23,4,Life Sciences,1,901,4,女,72,3,4,Research Director,4,单身,14275,20206,6,Y,否,18,3,3,80,0,33,0,3,12,9,3,8
43,否,经常出差,422,Research & Development,1,3,Life Sciences,1,902,4,女,33,3,2,Healthcare Representative,4,已婚,5562,21782,4,Y,否,13,3,2,80,1,12,2,2,5,2,2,2
47,否,偶尔出差,249,Sales,2,2,Marketing,1,903,3,女,35,3,2,Sales Executive,4,已婚,4537,17783,0,Y,是,22,4,1,80,1,8,2,3,7,6,7,7
37,否,不出差,1252,Sales,19,2,Medical,1,904,1,男,32,3,3,Sales Executive,2,单身,7642,4814,1,Y,是,13,3,4,80,0,10,2,3,10,0,0,9
50,否,不出差,881,Research & Development,2,4,Life Sciences,1,905,1,男,98,3,4,Manager,1,离异,17924,4544,1,Y,否,11,3,4,80,1,31,3,3,31,6,14,7
39,否,偶尔出差,1383,Human Resources,2,3,Life Sciences,1,909,4,女,42,2,2,Human Resources,4,已婚,5204,7790,8,Y,否,11,3,3,80,2,13,2,3,5,4,0,4
33,否,偶尔出差,1075,Human Resources,3,2,Human Resources,1,910,4,男,57,3,1,Human Resources,2,离异,2277,22650,3,Y,是,11,3,3,80,1,7,4,4,4,3,0,3
32,是,偶尔出差,374,Research & Development,25,4,Life Sciences,1,911,1,男,87,3,1,Laboratory Technician,4,单身,2795,18016,1,Y,是,24,4,3,80,0,1,2,1,1,0,0,1
29,否,偶尔出差,1086,Research & Development,7,1,Medical,1,912,1,女,62,2,1,Laboratory Technician,4,离异,2532,6054,6,Y,否,14,3,3,80,3,8,5,3,4,3,0,3
44,否,偶尔出差,661,Research & Development,9,2,Life Sciences,1,913,2,男,61,3,1,Research Scientist,1,已婚,2559,7508,1,Y,是,13,3,4,80,0,8,0,3,8,7,7,1
28,否,偶尔出差,821,Sales,5,4,Medical,1,916,1,男,98,3,2,Sales Executive,4,单身,4908,24252,1,Y,否,14,3,2,80,0,4,3,3,4,2,0,2
58,是,经常出差,781,Research & Development,2,1,Life Sciences,1,918,4,男,57,2,1,Laboratory Technician,4,离异,2380,13384,9,Y,是,14,3,4,80,1,3,3,2,1,0,0,0
43,否,偶尔出差,177,Research & Development,8,3,Life Sciences,1,920,1,女,55,3,2,Manufacturing Director,2,离异,4765,23814,4,Y,否,21,4,3,80,1,4,2,4,1,0,0,0
20,是,偶尔出差,500,Sales,2,3,Medical,1,922,3,女,49,2,1,Sales Representative,3,单身,2044,22052,1,Y,否,13,3,4,80,0,2,3,2,2,2,0,2
21,是,偶尔出差,1427,Research & Development,18,1,Other,1,923,4,女,65,3,1,Research Scientist,4,单身,2693,8870,1,Y,否,19,3,1,80,0,1,3,2,1,0,0,0
36,否,偶尔出差,1425,Research & Development,14,1,Life Sciences,1,924,3,男,68,3,2,Healthcare Representative,4,已婚,6586,4821,0,Y,是,17,3,1,80,1,17,2,2,16,8,4,11
47,否,偶尔出差,1454,Sales,2,4,Life Sciences,1,925,4,女,65,2,1,Sales Representative,4,单身,3294,13137,1,Y,是,18,3,1,80,0,3,3,2,3,2,1,2
22,是,偶尔出差,617,Research & Development,3,1,Life Sciences,1,926,2,女,34,3,2,Manufacturing Director,3,已婚,4171,10022,0,Y,是,19,3,1,80,1,4,3,4,3,2,0,2
41,是,偶尔出差,1085,Research & Development,2,4,Life Sciences,1,927,2,女,57,1,1,Laboratory Technician,4,离异,2778,17725,4,Y,是,13,3,3,80,1,10,1,2,7,7,1,0
28,否,偶尔出差,995,Research & Development,9,3,Medical,1,930,3,女,77,3,1,Research Scientist,3,离异,2377,9834,5,Y,否,18,3,2,80,1,6,2,3,2,2,2,2
39,是,偶尔出差,1122,Research & Development,6,3,Medical,1,932,4,男,70,3,1,Laboratory Technician,1,已婚,2404,4303,7,Y,是,21,4,4,80,0,8,2,1,2,2,2,2
27,否,偶尔出差,618,Research & Development,4,3,Life Sciences,1,933,2,女,76,3,1,Research Scientist,3,单身,2318,17808,1,Y,否,19,3,3,80,0,1,2,3,1,1,0,0
34,否,偶尔出差,546,Research & Development,10,3,Life Sciences,1,934,2,男,83,3,1,Laboratory Technician,2,离异,2008,6896,1,Y,否,14,3,2,80,2,1,3,3,1,0,1,0
42,否,偶尔出差,462,Sales,14,2,Medical,1,936,3,女,68,2,2,Sales Executive,3,单身,6244,7824,7,Y,否,17,3,1,80,0,10,6,3,5,4,0,3
33,否,偶尔出差,1198,Research & Development,1,4,Other,1,939,3,男,100,2,1,Research Scientist,1,单身,2799,3339,3,Y,是,11,3,2,80,0,6,1,3,3,2,0,2
58,否,偶尔出差,1272,Research & Development,5,3,Technical Degree,1,940,3,女,37,2,3,Healthcare Representative,2,离异,10552,9255,2,Y,是,13,3,4,80,1,24,3,3,6,0,0,4
